时间		开盘		最高		最低		收盘		涨幅		振幅		总手		金额		换手%		成交次数		
2014-05-23,五	996.529		1020.380	994.714		1019.619	--		--		189,301,600	2,720,560,500	0		128047		
2014-10-31,五	1514.630	1520.326	1476.741	1490.137	-1.28%		2.89%		317,918,080	5,501,037,400	0		210642		
2014-11-03,一	1494.547	1508.555	1491.865	1504.919	+0.99%		1.12%		268,396,840	4,452,227,700	0		175421		
2014-11-04,二	1492.503	1499.140	1486.859	1491.254	-0.91%		0.82%		237,109,640	4,044,375,200	0		159312		
2014-11-05,三	1497.154	1504.734	1486.362	1501.931	+0.72%		1.23%		291,021,130	4,824,574,800	0		186123		
2014-11-06,四	1509.850	1528.652	1502.181	1528.402	+1.76%		1.76%		216,479,380	3,691,710,600	0		156118		
2014-11-07,五	1535.852	1543.940	1500.508	1505.858	-1.48%		2.84%		212,709,220	3,643,956,100	0		153847		
2014-11-10,一	1509.873	1515.897	1486.407	1500.022	-0.39%		1.96%		192,066,000	3,357,154,400	0		139299		
2014-11-11,二	1509.283	1511.959	1426.520	1438.271	-4.12%		5.70%		288,913,420	4,984,056,900	0		205345		
2014-11-12,三	1439.209	1461.801	1436.890	1461.801	+1.64%		1.73%		240,781,180	4,194,500,300	0		173822		
2014-11-13,四	1460.278	1460.339	1393.157	1405.521	-3.85%		4.60%		281,261,490	4,781,412,600	0		210284		
2014-11-14,五	1401.121	1415.652	1390.821	1404.583	-0.07%		1.77%		173,340,720	2,875,250,300	0		123960		
2014-11-17,一	1407.647	1439.809	1395.256	1432.618	+2.00%		3.17%		196,498,260	3,451,938,800	0		147898		
2014-11-18,二	1430.648	1447.918	1430.230	1439.208	+0.46%		1.23%		171,227,250	2,982,127,600	0		122716		
2014-11-19,三	1441.137	1460.184	1435.093	1454.300	+1.05%		1.74%		190,165,630	3,341,015,300	0		138119		
2014-11-20,四	1448.424	1448.890	1436.324	1441.909	-0.85%		0.86%		175,569,120	3,024,566,700	0		122574		
2014-11-21,五	1439.255	1451.713	1438.563	1449.926	+0.56%		0.91%		160,344,000	2,799,987,400	0		115994		
2014-11-24,一	1465.875	1466.049	1447.142	1462.975	+0.90%		1.30%		238,996,730	4,173,332,900	0		162097		
2014-11-25,二	1466.144	1505.342	1466.144	1505.284	+2.89%		2.68%		313,151,760	5,748,311,900	0		225731		
2014-11-26,三	1503.176	1512.208	1494.144	1505.043	-0.02%		1.20%		262,038,460	4,678,106,800	0		193761		
2014-11-27,四	1507.872	1512.086	1490.775	1501.370	-0.24%		1.42%		265,220,610	4,724,920,500	0		192488		
2014-11-28,五	1504.612	1512.059	1488.698	1498.066	-0.22%		1.56%		278,073,490	4,827,965,300	0		198687		
2014-12-01,一	1493.931	1493.931	1442.278	1447.311	-3.39%		3.45%		289,454,290	4,812,713,800	0		206390		
2014-12-02,二	1444.597	1476.604	1444.597	1473.420	+1.80%		2.21%		225,572,760	3,919,032,200	0		156937		
2014-12-03,三	1474.647	1498.114	1444.835	1498.114	+1.68%		3.62%		355,532,850	6,482,975,900	0		261978		
2014-12-04,四	1494.878	1519.027	1494.218	1514.233	+1.08%		1.66%		362,201,760	6,644,642,400	0		252755		
2014-12-05,五	1514.274	1548.529	1434.728	1539.302	+1.66%		7.52%		708,386,750	13,590,389,000	0		480984		
2014-12-08,一	1547.798	1591.699	1546.813	1574.213	+2.27%		2.92%		688,221,190	14,280,980,000	0		454416		
2014-12-09,二	1571.851	1573.688	1445.001	1445.694	-8.16%		8.17%		619,084,950	12,425,452,600	0		457619		
2014-12-10,三	1440.912	1510.527	1431.403	1503.744	+4.02%		5.47%		350,588,680	6,768,018,900	0		262873		
2014-12-11,四	1501.546	1530.117	1491.540	1525.374	+1.44%		2.57%		321,481,240	6,191,265,100	0		240817		
2014-12-12,五	1529.128	1543.385	1519.037	1542.739	+1.14%		1.60%		264,551,890	4,802,411,200	0		191112		
2014-12-15,一	1515.444	1582.612	1507.493	1579.052	+2.35%		4.87%		420,026,530	8,620,807,600	0		273262		
2014-12-16,二	1582.817	1600.126	1568.909	1570.731	-0.53%		1.98%		369,531,300	7,300,359,600	0		253571		
2014-12-17,三	1565.955	1566.207	1539.920	1553.634	-1.09%		1.67%		338,857,720	6,569,378,200	0		253967		
2014-12-18,四	1545.153	1583.215	1539.713	1560.905	+0.47%		2.80%		371,770,360	7,571,449,100	0		261769		
2014-12-19,五	1550.300	1550.690	1486.290	1512.202	-3.12%		4.13%		322,917,860	6,203,275,400	0		246360		
2014-12-22,一	1500.997	1501.135	1399.452	1404.714	-7.11%		6.72%		315,934,350	5,709,608,000	0		227436		
2014-12-23,二	1397.397	1422.525	1367.123	1376.451	-2.01%		3.94%		255,643,310	4,641,116,800	0		186554		
2014-12-24,三	1381.727	1417.744	1381.727	1417.744	+3.00%		2.62%		277,047,280	4,774,185,300	0		192606		
2014-12-25,四	1418.511	1429.912	1412.663	1429.617	+0.84%		1.22%		208,819,940	3,773,576,300	0		142206		
2014-12-26,五	1412.461	1417.850	1401.574	1416.035	-0.95%		1.14%		268,701,090	4,548,489,700	0		176934		
