Date,Open,High,Low,Close,ChangePct,AmplitudePct,Volume,Amount,TurnoverRate,TradeCount
2017-05-05,2153.913,2157.462,2125.341,2125.341,-1.85,1.48,364490080.0,6441838900.0,0.0,319005.0
2017-05-08,2127.891,2127.952,2083.247,2083.425,-1.97,2.1,384166200.0,6754907400.0,0.0,328718.0
2017-05-09,2070.389,2103.366,2058.662,2103.188,0.95,2.15,311586790.0,5495737400.0,0.0,276167.0
2017-05-10,2102.933,2110.279,2050.188,2050.428,-2.51,2.86,320397010.0,5374286700.0,0.0,281080.0
2017-05-11,2033.029,2036.192,1962.084,2025.647,-1.21,3.61,360089040.0,5801524000.0,0.0,295606.0
2017-05-12,2018.76,2027.615,1997.172,2019.859,-0.29,1.5,264257540.0,4501915000.0,0.0,235270.0
2017-05-15,2028.92,2045.54,2028.92,2037.98,0.9,0.82,247546130.0,4363108500.0,0.0,218951.0
2017-05-16,2036.35,2107.213,2020.861,2107.213,3.4,4.24,394013600.0,6986813500.0,0.0,335788.0
2017-05-17,2107.875,2132.319,2103.661,2125.215,0.85,1.36,392835640.0,7207568500.0,0.0,345267.0
2017-05-18,2100.441,2125.761,2092.79,2098.741,-1.25,1.55,299987420.0,5434280000.0,0.0,285514.0
2017-05-19,2098.041,2108.0,2079.42,2097.506,-0.06,1.36,226175940.0,4103721200.0,0.0,221266.0
2017-05-22,2088.314,2099.424,2039.375,2045.248,-2.49,2.86,246557140.0,4006413100.0,0.0,211651.0
2017-05-23,2044.045,2048.941,1960.882,1962.927,-4.02,4.31,345527380.0,5047755800.0,0.0,271378.0
2017-05-24,1949.411,1982.611,1914.508,1982.611,1.0,3.47,328424480.0,4759087700.0,0.0,248401.0
2017-05-25,1980.739,2004.64,1947.475,2002.878,1.02,2.88,340722740.0,5166128400.0,0.0,277039.0
2017-05-26,2001.908,2017.37,1995.22,2003.591,0.04,1.11,293818880.0,4757256100.0,0.0,251545.0
2017-05-31,2027.716,2035.858,1994.53,1995.638,-0.4,2.06,282824890.0,4434563000.0,0.0,223769.0
2017-06-01,1988.214,1988.214,1909.493,1911.355,-4.22,3.94,310434740.0,4468269100.0,0.0,253471.0
2017-06-02,1899.462,1957.004,1884.351,1949.396,1.99,3.8,286733820.0,3934893800.0,0.0,221886.0
2017-06-05,1954.526,1977.615,1951.927,1975.588,1.34,1.32,236287340.0,3421461400.0,0.0,186273.0
2017-06-06,1971.259,2002.967,1966.294,1998.133,1.14,1.86,275555090.0,3854895300.0,0.0,216350.0
2017-06-07,2003.846,2050.935,2000.469,2048.555,2.52,2.53,412323710.0,5512330100.0,0.0,298626.0
2017-06-08,2049.297,2060.231,2036.019,2042.087,-0.32,1.18,398809940.0,5611805500.0,0.0,313329.0
2017-06-09,2028.61,2044.893,2012.824,2041.734,-0.02,1.57,353730490.0,4997258700.0,0.0,296365.0
2017-06-12,2024.258,2027.239,2000.465,2005.168,-1.79,1.31,297467440.0,4394162100.0,0.0,259067.0
2017-06-13,1998.903,2035.335,1998.903,2029.691,1.22,1.82,266942910.0,3883826900.0,0.0,210689.0
2017-06-14,2027.443,2046.733,2025.993,2035.132,0.27,1.02,295717280.0,4362330800.0,0.0,250678.0
2017-06-15,2033.536,2075.485,2029.096,2066.865,1.56,2.28,374589290.0,5459695200.0,0.0,297417.0
2017-06-16,2061.603,2072.214,2049.664,2066.132,-0.04,1.09,339136530.0,4933507500.0,0.0,261301.0
2017-06-19,2062.914,2098.153,2062.914,2098.153,1.55,1.71,346157680.0,5378617600.0,0.0,277456.0
2017-06-20,2097.61,2110.325,2094.906,2098.561,0.02,0.73,417954230.0,6540591000.0,0.0,357145.0
2017-06-21,2099.976,2107.63,2078.126,2094.696,-0.18,1.41,395313860.0,6273606200.0,0.0,349335.0
2017-06-22,2092.339,2092.938,2039.763,2040.357,-2.59,2.54,359190950.0,5492225800.0,0.0,300675.0
2017-06-23,2039.168,2054.218,2010.328,2051.658,0.55,2.15,342282590.0,4886064300.0,0.0,284737.0
2017-06-26,2052.201,2071.519,2044.385,2070.911,0.94,1.32,348383090.0,4969825400.0,0.0,254752.0
2017-06-27,2072.17,2092.108,2069.411,2081.967,0.53,1.1,377668430.0,4816632900.0,0.0,274199.0
2017-06-28,2078.353,2078.353,2057.137,2062.245,-0.95,1.02,335584960.0,4133058100.0,0.0,250556.0
2017-06-29,2062.09,2082.666,2062.09,2077.254,0.73,1.0,327863530.0,4399526400.0,0.0,225656.0
2017-06-30,2070.567,2076.09,2056.494,2073.125,-0.2,0.94,262201090.0,3414186200.0,0.0,188487.0
2017-07-03,2073.866,2089.211,2069.691,2088.444,0.74,0.94,284398820.0,3874093000.0,0.0,202019.0
2017-07-04,2082.661,2086.317,2075.136,2085.28,-0.15,0.54,286941760.0,3817441800.0,0.0,209462.0
2017-07-05,2080.065,2106.264,2080.065,2105.968,0.99,1.26,359918920.0,5145783100.0,0.0,267421.0
2017-07-06,2106.068,2111.409,2084.841,2106.707,0.04,1.26,367783530.0,4959780400.0,0.0,271255.0
2017-07-07,2101.492,2118.755,2098.941,2118.71,0.57,0.94,364424120.0,4925215000.0,0.0,267123.0
2017-07-10,2122.689,2133.363,2096.307,2100.452,-0.86,1.75,453715140.0,6348932800.0,0.0,322530.0
2017-07-11,2092.784,2097.844,2062.562,2063.537,-1.76,1.68,312363070.0,4333551600.0,0.0,246578.0
2017-07-12,2057.053,2067.845,2015.188,2049.436,-0.68,2.55,303187710.0,4105214800.0,0.0,245195.0
2017-07-13,2046.239,2048.988,2032.439,2039.739,-0.47,0.81,232725090.0,3177694200.0,0.0,177182.0
2017-07-14,2035.842,2043.111,2020.327,2036.0,-0.18,1.12,234992330.0,3195559500.0,0.0,179824.0
2017-07-17,2022.2,2022.2,1886.953,1888.359,-7.25,6.64,428561800.0,5531928300.0,0.0,320426.0
2017-07-18,1871.998,1904.232,1862.191,1899.261,0.58,2.23,265661690.0,3559644200.0,0.0,204915.0
2017-07-19,1892.178,1914.795,1882.566,1914.019,0.78,1.7,250815600.0,3379847300.0,0.0,201230.0
2017-07-20,1912.919,1937.5,1910.885,1913.165,-0.04,1.39,248658720.0,3347047300.0,0.0,192501.0
2017-07-21,1911.423,1929.988,1908.411,1919.798,0.35,1.13,278806510.0,3573220500.0,0.0,193868.0
2017-07-24,1918.122,1951.699,1905.797,1951.565,1.65,2.39,339089490.0,4554761000.0,0.0,251806.0
2017-07-25,1949.279,1955.9,1933.108,1945.507,-0.31,1.17,277928250.0,3846500400.0,0.0,217600.0
2017-07-26,1945.189,1947.77,1927.637,1945.227,-0.01,1.03,243193180.0,3189616500.0,0.0,182717.0
2017-07-27,1947.377,1998.494,1941.811,1997.235,2.67,2.91,423096580.0,5719771100.0,0.0,302917.0
2017-07-28,1994.621,1999.596,1981.984,1982.006,-0.76,0.88,298832080.0,3962098200.0,0.0,221714.0
2017-07-31,1984.001,1989.287,1968.241,1984.047,0.1,1.06,351962170.0,4581275200.0,0.0,245501.0
2017-08-01,1984.893,1993.621,1976.434,1986.961,0.15,0.87,353696430.0,4532415500.0,0.0,255083.0
2017-08-02,1983.024,1985.611,1954.848,1955.351,-1.59,1.55,366769330.0,4661694400.0,0.0,274467.0
2017-08-03,1955.18,1986.483,1955.18,1968.746,0.69,1.6,276178490.0,3655101500.0,0.0,215056.0
2017-08-04,1969.832,2025.765,1969.742,2003.61,1.77,2.85,661441600.0,8731632700.0,0.0,458980.0
2017-08-07,1998.724,2013.643,1993.752,2008.495,0.24,0.99,519558290.0,6070366900.0,0.0,331841.0
2017-08-08,2010.062,2020.96,1989.628,2018.788,0.51,1.56,538884700.0,6667371100.0,0.0,352635.0
2017-08-09,2012.301,2023.728,2009.508,2015.914,-0.14,0.7,380336220.0,4783414600.0,0.0,263757.0
2017-08-10,2014.703,2034.127,1987.332,2004.683,-0.56,2.32,473251100.0,5727651900.0,0.0,328042.0
2017-08-11,1993.348,2021.819,1983.008,1995.082,-0.48,1.94,609490130.0,7347805400.0,0.0,417677.0
2017-08-14,1993.246,2045.608,1993.246,2045.608,2.53,2.62,557047630.0,7384129800.0,0.0,365473.0
2017-08-15,2047.373,2050.654,2035.998,2048.659,0.15,0.72,479488870.0,6480815900.0,0.0,325287.0
2017-08-16,2045.946,2081.793,2044.948,2079.6,1.51,1.8,603514060.0,8132169600.0,0.0,390690.0
2017-08-17,2078.719,2128.55,2075.96,2115.109,1.71,2.53,770915610.0,11082513300.0,0.0,530555.0
2017-08-18,2100.045,2109.26,2090.245,2095.924,-0.91,0.9,608945380.0,9704596900.0,0.0,438547.0
2017-08-21,2104.796,2117.438,2101.68,2117.438,1.03,0.75,542019800.0,9165763700.0,0.0,380183.0
2017-08-22,2115.523,2117.119,2084.974,2089.328,-1.33,1.52,540713150.0,8949027000.0,0.0,399187.0
2017-08-23,2087.253,2100.803,2084.232,2091.4,0.1,0.79,435405590.0,6661981200.0,0.0,312305.0
2017-08-24,2088.483,2091.884,2064.528,2067.836,-1.13,1.31,438961290.0,6772146000.0,0.0,312163.0
2017-08-25,2068.783,2092.281,2068.655,2089.967,1.07,1.14,415716100.0,6587055900.0,0.0,277927.0
2017-08-28,2089.327,2126.6,2089.327,2115.554,1.22,1.78,615438210.0,10814169500.0,0.0,426956.0
2017-08-29,2111.614,2112.179,2089.548,2094.634,-0.99,1.07,472211310.0,7436586100.0,0.0,349982.0
2017-08-30,2095.551,2108.879,2093.267,2107.676,0.62,0.75,382670650.0,5953749700.0,0.0,274495.0
2017-08-31,2106.542,2116.938,2100.216,2116.938,0.44,0.79,375436650.0,5988237400.0,0.0,272492.0
2017-09-01,2116.801,2128.374,2109.892,2128.374,0.54,0.87,426634820.0,7625331900.0,0.0,317620.0
2017-09-04,2133.421,2162.937,2133.421,2159.287,1.45,1.39,628475140.0,10240252900.0,0.0,425162.0
2017-09-05,2159.74,2172.872,2155.873,2166.195,0.32,0.79,601665550.0,9467187000.0,0.0,414824.0
2017-09-06,2160.892,2199.428,2156.627,2199.428,1.53,1.98,808273310.0,12262819700.0,0.0,534306.0
2017-09-07,2198.718,2207.682,2182.855,2183.957,-0.7,1.13,763829960.0,12066581300.0,0.0,549158.0
2017-09-08,2181.919,2192.148,2162.051,2181.094,-0.13,1.38,531485380.0,8004012300.0,0.0,375558.0
2017-09-11,2176.354,2193.489,2172.308,2193.489,0.57,0.97,458306120.0,7191681900.0,0.0,324761.0
2017-09-12,2189.862,2191.864,2167.199,2178.866,-0.67,1.12,620223830.0,9252614900.0,0.0,426460.0
2017-09-13,2176.142,2183.373,2171.686,2181.46,0.12,0.54,488385250.0,7028365600.0,0.0,342289.0
2017-09-14,2179.209,2189.136,2164.808,2171.253,-0.47,1.12,433937850.0,6496062600.0,0.0,312278.0
2017-09-15,2167.084,2179.924,2163.415,2176.827,0.26,0.76,471671000.0,7377932900.0,0.0,342002.0
2017-09-18,2184.236,2214.182,2184.236,2213.925,1.7,1.38,523815440.0,7801094500.0,0.0,389719.0
2017-09-19,2210.834,2214.587,2184.651,2190.267,-1.07,1.35,464022490.0,6818934000.0,0.0,346127.0
2017-09-20,2186.94,2228.276,2185.074,2227.738,1.71,1.97,601636240.0,8804156100.0,0.0,424271.0
2017-09-21,2224.708,2231.175,2190.29,2191.205,-1.64,1.84,504706510.0,7425454800.0,0.0,365936.0
2017-09-22,2180.158,2196.856,2154.603,2196.501,0.24,1.93,507079800.0,7239124700.0,0.0,361564.0
2017-09-25,2196.339,2206.819,2164.244,2165.996,-1.39,1.94,422038200.0,6517392100.0,0.0,314147.0
2017-09-26,2157.345,2169.289,2141.142,2169.289,0.15,1.3,377300190.0,5833674200.0,0.0,284708.0
2017-09-27,2166.56,2185.176,2162.411,2182.064,0.59,1.05,364903640.0,5484968200.0,0.0,257350.0
2017-09-28,2177.383,2200.407,2176.369,2182.341,0.01,1.1,451809810.0,7018767400.0,0.0,325630.0
2017-09-29,2178.621,2216.792,2178.385,2216.792,1.58,1.76,486843000.0,6999632300.0,0.0,331820.0
2017-10-09,2247.454,2257.28,2233.531,2253.766,1.67,1.07,691308390.0,10467176800.0,0.0,443996.0
2017-10-10,2250.498,2274.722,2242.994,2274.722,0.93,1.41,631672170.0,9842739800.0,0.0,427515.0
2017-10-11,2273.461,2274.916,2240.511,2241.592,-1.46,1.51,572838190.0,9224522800.0,0.0,417040.0
2017-10-12,2236.637,2254.011,2223.298,2244.43,0.13,1.37,530108650.0,7731229800.0,0.0,379427.0
2017-10-13,2235.573,2238.775,2228.999,2238.775,-0.25,0.44,360098590.0,5288915900.0,0.0,264183.0
2017-10-16,2233.496,2238.42,2190.554,2191.407,-2.12,2.14,532965870.0,8197893200.0,0.0,411203.0
2017-10-17,2184.197,2192.598,2170.785,2181.463,-0.45,1.0,377074520.0,5812127500.0,0.0,288175.0
2017-10-18,2180.28,2194.533,2150.41,2150.41,-1.42,2.02,339307830.0,5049042000.0,0.0,266387.0
2017-10-19,2145.159,2152.82,2113.281,2121.374,-1.35,1.84,341932150.0,4901057800.0,0.0,262495.0
2017-10-20,2119.473,2141.321,2116.863,2140.92,0.92,1.15,225460830.0,3301017800.0,0.0,174364.0
2017-10-23,2141.792,2157.433,2139.208,2155.647,0.69,0.85,229925470.0,3348199900.0,0.0,182605.0
2017-10-24,2152.941,2152.941,2111.25,2126.524,-1.35,1.93,249658620.0,3668313500.0,0.0,198719.0
2017-10-25,2125.29,2143.787,2123.031,2143.501,0.8,0.98,219424610.0,3282502200.0,0.0,166313.0
2017-10-26,2149.445,2164.834,2145.28,2162.344,0.88,0.91,268560450.0,4027332800.0,0.0,209562.0
2017-10-27,2164.696,2167.883,2137.466,2137.914,-1.13,1.41,347800620.0,4664755300.0,0.0,241414.0
2017-10-30,2139.135,2143.28,2062.973,2068.278,-3.26,3.76,474677910.0,6234939200.0,0.0,346236.0
2017-10-31,2059.184,2086.45,2059.184,2086.395,0.88,1.32,322003780.0,4289859800.0,0.0,241687.0
2017-11-01,2080.607,2101.299,2077.129,2091.432,0.24,1.16,345570140.0,5290211200.0,0.0,274117.0
2017-11-02,2088.677,2088.828,2054.195,2054.397,-1.77,1.66,388556170.0,5873194900.0,0.0,289439.0
2017-11-03,2053.015,2072.329,2049.0,2057.564,0.15,1.14,358730480.0,5405329900.0,0.0,280704.0
2017-11-06,2060.896,2091.314,2060.896,2091.314,1.64,1.48,387692240.0,5880591100.0,0.0,302414.0
2017-11-07,2089.975,2116.918,2072.255,2116.918,1.22,2.14,434759730.0,7539753000.0,0.0,347997.0
2017-11-08,2112.653,2130.893,2108.647,2118.679,0.08,1.05,399125180.0,7203624900.0,0.0,317182.0
2017-11-09,2116.437,2136.434,2114.794,2136.434,0.84,1.02,375437310.0,5967922700.0,0.0,288624.0
2017-11-10,2137.562,2149.234,2124.871,2138.913,0.12,1.14,422887710.0,6929633800.0,0.0,326957.0
2017-11-13,2135.378,2142.019,2126.651,2140.905,0.09,0.72,500106510.0,9069886900.0,0.0,379502.0
2017-11-14,2139.891,2155.059,2131.437,2147.243,0.3,1.1,493391690.0,9301112900.0,0.0,409615.0
2017-11-15,2138.794,2151.908,2118.245,2129.835,-0.81,1.57,427786770.0,7687876400.0,0.0,338721.0
2017-11-16,2129.503,2140.011,2115.988,2119.928,-0.47,1.13,389164850.0,6581329800.0,0.0,311924.0
2017-11-17,2115.423,2120.231,2027.17,2029.186,-4.28,4.39,616418990.0,9616077100.0,0.0,475117.0
2017-11-20,2020.173,2056.549,1977.551,2056.549,1.35,3.89,484499750.0,7918506800.0,0.0,357032.0
2017-11-21,2049.194,2061.167,2026.619,2044.222,-0.6,1.68,417866080.0,7448932300.0,0.0,337635.0
2017-11-22,2041.429,2076.781,2037.291,2072.01,1.36,1.93,508331050.0,8827871000.0,0.0,412710.0
2017-11-23,2066.823,2072.641,2035.28,2035.548,-1.76,1.8,527943600.0,9510267000.0,0.0,420307.0
2017-11-24,2022.644,2054.64,2022.384,2037.62,0.1,1.58,401521590.0,7032492300.0,0.0,312854.0
2017-11-27,2034.896,2037.993,1994.153,1996.377,-2.02,2.15,406381530.0,6693818400.0,0.0,332868.0
2017-11-28,1990.65,2033.764,1990.65,2033.468,1.86,2.16,343191070.0,5470345500.0,0.0,268309.0
2017-11-29,2028.935,2029.099,1992.223,2016.144,-0.85,1.81,319720220.0,5007024700.0,0.0,252755.0
2017-11-30,2012.017,2042.668,2009.921,2019.633,0.17,1.62,357500950.0,5110614200.0,0.0,272435.0
2017-12-01,2014.298,2053.273,2010.524,2053.273,1.67,2.12,408453930.0,5862962900.0,0.0,309551.0
2017-12-04,2053.453,2056.518,2016.905,2019.265,-1.66,1.93,375313930.0,5951453400.0,0.0,315575.0
2017-12-05,2018.477,2033.551,1940.696,1953.308,-3.27,4.6,442091170.0,6323697800.0,0.0,351509.0
2017-12-06,1950.336,2003.171,1949.066,2003.171,2.55,2.77,396929510.0,5463754700.0,0.0,303677.0
2017-12-07,2001.321,2032.945,1996.969,2014.815,0.58,1.8,515980680.0,6712024000.0,0.0,388112.0
2017-12-08,2005.206,2048.511,2003.51,2037.66,1.13,2.23,492430330.0,6754348200.0,0.0,370323.0
2017-12-11,2047.518,2066.594,2047.518,2066.594,1.42,0.94,487363270.0,7114144200.0,0.0,382200.0
2017-12-12,2060.795,2060.795,2030.913,2031.45,-1.7,1.45,440477260.0,6513922700.0,0.0,356407.0
2017-12-13,2027.085,2054.408,2026.01,2054.366,1.13,1.4,383594670.0,5631727900.0,0.0,312208.0
2017-12-14,2049.221,2053.728,2025.524,2046.712,-0.37,1.37,374721520.0,5292531000.0,0.0,295463.0
2017-12-15,2044.196,2061.078,2039.37,2052.928,0.3,1.06,430745890.0,6974299600.0,0.0,357675.0
2017-12-18,2045.764,2046.91,2008.691,2016.213,-1.79,1.86,357705530.0,5581585000.0,0.0,305235.0
2017-12-19,2015.344,2035.391,2015.106,2035.391,0.95,1.01,317915050.0,4643168000.0,0.0,245571.0
2017-12-20,2034.783,2039.598,2008.543,2011.863,-1.16,1.53,354968170.0,5031590000.0,0.0,281285.0
2017-12-21,2008.605,2025.963,1980.479,2018.992,0.35,2.26,433434580.0,6008488500.0,0.0,330179.0
2017-12-22,2013.263,2018.475,1998.641,2002.377,-0.82,0.98,327180580.0,4532253800.0,0.0,256659.0
2017-12-25,1997.539,1999.747,1947.387,1950.247,-2.6,2.61,344190310.0,4914490900.0,0.0,283336.0
2017-12-26,1946.746,1956.474,1927.991,1955.533,0.27,1.46,284037500.0,4136291800.0,0.0,240414.0
2017-12-27,1953.08,1953.135,1930.601,1931.071,-1.25,1.15,260007870.0,3717263100.0,0.0,216088.0
2017-12-28,1929.685,1948.179,1929.085,1932.625,0.08,0.99,259941920.0,3566538200.0,0.0,210878.0
2017-12-29,1933.205,1951.196,1932.713,1951.196,0.96,0.96,238072110.0,3285126300.0,0.0,200034.0
2018-01-02,1956.141,1969.457,1947.378,1969.457,0.94,1.13,252861100.0,3567122000.0,0.0,203629.0
2018-01-03,1972.505,2010.871,1967.178,2010.871,2.1,2.22,401219580.0,6090959400.0,0.0,323941.0
2018-01-04,2001.477,2010.32,1999.891,2006.808,-0.2,0.52,406018930.0,5621006000.0,0.0,320197.0
2018-01-05,2001.585,2006.626,1989.407,1994.398,-0.62,0.86,307574350.0,4446134600.0,0.0,258073.0
2018-01-08,1999.06,1999.063,1974.169,1989.495,-0.25,1.25,312440200.0,4818557400.0,0.0,256956.0
2018-01-09,1984.204,1984.967,1973.816,1980.974,-0.43,0.56,300040900.0,4850655300.0,0.0,263870.0
2018-01-10,1979.664,1981.629,1951.563,1966.949,-0.71,1.52,305665610.0,4811764300.0,0.0,267633.0
2018-01-11,1959.973,1997.932,1954.269,1991.611,1.25,2.22,324835630.0,5282763200.0,0.0,278502.0
2018-01-12,1986.326,1987.069,1961.77,1963.795,-1.4,1.27,295035020.0,4436955400.0,0.0,244026.0
2018-01-15,1955.034,1955.799,1876.967,1882.359,-4.15,4.01,393929390.0,5776833200.0,0.0,323703.0
2018-01-16,1877.22,1891.719,1867.204,1878.097,-0.23,1.3,278107630.0,4066379000.0,0.0,244739.0
2018-01-17,1881.005,1886.127,1841.846,1885.836,0.41,2.36,312037870.0,4328931500.0,0.0,270261.0
2018-01-18,1881.195,1888.581,1874.241,1879.439,-0.34,0.76,178218910.0,2495945000.0,0.0,165876.0
2018-01-19,1882.466,1917.124,1882.466,1890.624,0.6,1.84,313131950.0,4330941400.0,0.0,263233.0
2018-01-22,1885.91,1915.297,1873.548,1912.803,1.17,2.21,304459430.0,4540672700.0,0.0,255481.0
2018-01-23,1910.581,1919.914,1903.576,1911.777,-0.05,0.85,257050540.0,3524630800.0,0.0,213620.0
2018-01-24,1907.181,1939.384,1892.967,1939.273,1.44,2.43,357582010.0,5539311400.0,0.0,287029.0
2018-01-25,1933.004,1954.684,1929.002,1929.988,-0.48,1.32,380586950.0,5421188700.0,0.0,296326.0
2018-01-26,1923.831,1935.258,1921.656,1929.037,-0.05,0.7,282766920.0,3904944200.0,0.0,222321.0
2018-01-29,1926.18,1929.677,1885.242,1889.047,-2.07,2.3,279289800.0,4049697300.0,0.0,235519.0
2018-01-30,1886.501,1896.985,1886.501,1895.414,0.34,0.55,202326790.0,2887530500.0,0.0,161527.0
2018-01-31,1881.78,1881.78,1816.796,1822.584,-3.84,3.43,296630950.0,3800899100.0,0.0,252975.0
2018-02-01,1814.811,1821.372,1725.047,1725.047,-5.35,5.29,325541390.0,3922179600.0,0.0,247918.0
2018-02-02,1710.094,1721.621,1667.683,1703.213,-1.27,3.13,226153010.0,2720095100.0,0.0,183281.0
2018-02-05,1673.979,1693.112,1667.824,1681.868,-1.25,1.48,176813280.0,2175739100.0,0.0,148818.0
2018-02-06,1644.038,1651.647,1551.395,1553.102,-7.66,5.96,354056790.0,4277372200.0,0.0,269265.0
2018-02-07,1582.87,1595.176,1511.084,1562.147,0.58,5.41,304854850.0,3778281200.0,0.0,233588.0
2018-02-08,1563.983,1603.891,1562.417,1600.962,2.48,2.65,265183910.0,2872422900.0,0.0,186699.0
2018-02-09,1557.59,1589.778,1530.096,1552.739,-3.01,3.73,336695380.0,3544863000.0,0.0,263003.0
2018-02-12,1561.232,1611.566,1561.232,1605.882,3.42,3.24,255776550.0,2840196500.0,0.0,189987.0
2018-02-13,1612.331,1624.427,1600.774,1602.321,-0.22,1.47,245881770.0,2787518300.0,0.0,185086.0
2018-02-14,1602.589,1608.175,1593.744,1603.085,0.05,0.9,130756414.0,1491393400.0,0.0,108037.0
2018-02-22,1610.411,1637.889,1610.3,1635.718,2.04,1.72,183893970.0,2152332300.0,0.0,151124.0
2018-02-23,1641.309,1657.77,1637.381,1648.843,0.8,1.25,238142170.0,2668509500.0,0.0,173596.0
2018-02-26,1660.724,1702.553,1653.74,1702.41,3.25,2.96,367974680.0,4521025900.0,0.0,271043.0
2018-02-27,1702.651,1730.188,1697.917,1721.28,1.11,1.9,390904490.0,4817535600.0,0.0,297770.0
2018-02-28,1707.509,1751.962,1697.627,1733.814,0.73,3.16,383457600.0,4945653200.0,0.0,291496.0
2018-03-01,1724.889,1776.409,1719.769,1776.409,2.46,3.27,431213950.0,5308248500.0,0.0,320428.0
2018-03-02,1766.567,1790.231,1760.326,1766.108,-0.58,1.68,383090320.0,5027128600.0,0.0,289610.0
2018-03-05,1781.762,1801.876,1773.778,1801.426,2.0,1.59,389254220.0,5031807100.0,0.0,302161.0
2018-03-06,1796.439,1825.271,1794.093,1809.783,0.46,1.73,432110070.0,6133443200.0,0.0,341337.0
2018-03-07,1799.521,1802.295,1784.031,1785.117,-1.36,1.01,315238250.0,4253105600.0,0.0,261676.0
2018-03-08,1773.513,1789.718,1773.437,1789.718,0.26,0.91,294331880.0,3977736800.0,0.0,258749.0
2018-03-09,1783.488,1832.848,1783.121,1829.835,2.24,2.78,422238690.0,5747141300.0,0.0,333452.0
2018-03-12,1836.787,1875.358,1836.45,1866.398,2.0,2.13,621314220.0,8043870500.0,0.0,408739.0
2018-03-13,1862.414,1884.077,1847.279,1864.642,-0.09,1.97,510686020.0,6372756400.0,0.0,386141.0
2018-03-14,1859.143,1864.181,1821.199,1822.516,-2.26,2.31,418727550.0,5683714600.0,0.0,343557.0
2018-03-15,1813.542,1831.021,1788.38,1821.323,-0.07,2.34,400241260.0,5442265100.0,0.0,326524.0
2018-03-16,1823.652,1841.136,1820.943,1820.943,-0.02,1.11,348903250.0,4908651100.0,0.0,281975.0
2018-03-19,1820.842,1849.475,1818.006,1829.018,0.44,1.73,349894050.0,4894001300.0,0.0,281862.0
2018-03-20,1812.126,1835.589,1805.336,1834.228,0.28,1.65,328373510.0,4267269800.0,0.0,259494.0
2018-03-21,1835.038,1862.423,1819.247,1819.522,-0.8,2.35,420976630.0,5733530100.0,0.0,340550.0
2018-03-22,1816.849,1833.907,1803.407,1820.462,0.05,1.68,317772420.0,4282435800.0,0.0,256416.0
2018-03-23,1752.261,1777.872,1677.738,1697.407,-6.76,5.5,524443130.0,6577513500.0,0.0,391364.0
2018-03-26,1670.699,1766.471,1662.404,1766.175,4.05,6.13,453837570.0,5978230600.0,0.0,357075.0
2018-03-27,1791.595,1842.228,1789.653,1842.136,4.3,2.98,661463070.0,9982826500.0,0.0,505446.0
2018-03-28,1813.485,1862.521,1808.285,1849.096,0.38,2.94,574525010.0,8982848200.0,0.0,455764.0
2018-03-29,1858.073,1875.178,1848.226,1863.529,0.78,1.46,451345910.0,7113538600.0,0.0,363160.0
2018-03-30,1871.526,1930.781,1870.303,1930.781,3.61,3.25,723953760.0,10939879600.0,0.0,524844.0
2018-04-02,1941.279,1977.302,1931.471,1959.902,1.51,2.37,838527320.0,13002115400.0,0.0,631397.0
2018-04-03,1921.355,1928.178,1899.66,1924.857,-1.79,1.46,630312450.0,9671455600.0,0.0,506747.0
2018-04-04,1926.081,1933.275,1890.104,1893.743,-1.62,2.24,557580440.0,8124917600.0,0.0,449058.0
2018-04-09,1905.022,1992.141,1902.213,1986.767,4.91,4.75,833623080.0,12748672400.0,0.0,607205.0
2018-04-10,2022.5,2022.5,1949.137,1967.491,-0.97,3.69,827783320.0,13875705000.0,0.0,719399.0
2018-04-11,1962.361,1982.848,1948.014,1962.372,-0.26,1.77,636571730.0,10503449700.0,0.0,558360.0
2018-04-12,1955.643,1976.555,1940.76,1944.361,-0.92,1.82,560348000.0,8611551200.0,0.0,501825.0
2018-04-13,1954.047,1966.565,1940.088,1946.167,0.09,1.36,532516500.0,7652654800.0,0.0,438126.0
2018-04-16,1944.18,1971.485,1936.042,1964.273,0.93,1.82,601536170.0,9343559300.0,0.0,482384.0
2018-04-17,1963.694,1980.282,1910.027,1913.871,-2.57,3.58,677179390.0,9918836900.0,0.0,540998.0
2018-04-18,1927.156,2001.361,1905.124,1994.485,4.21,5.03,948725920.0,14193577000.0,0.0,708967.0
2018-04-19,1983.091,2049.538,1978.077,2013.117,0.93,3.58,1087175980.0,16376414000.0,0.0,826324.0
2018-04-20,2000.997,2029.893,1977.566,1982.564,-1.52,2.6,862510640.0,12255170000.0,0.0,673776.0
2018-04-23,1979.053,1995.984,1906.03,1939.083,-2.19,4.54,729010620.0,10386794000.0,0.0,603581.0
2018-04-24,1933.504,1999.44,1925.488,1999.44,3.11,3.81,664835070.0,8976809700.0,0.0,526715.0
2018-04-25,1988.455,2032.78,1984.877,2026.714,1.36,2.4,672169110.0,9795558500.0,0.0,522482.0
2018-04-26,2013.057,2025.335,1993.285,1994.427,-1.59,1.58,753071350.0,10240803300.0,0.0,592203.0
2018-04-27,1999.873,2007.863,1959.46,1987.993,-0.32,2.43,624728980.0,8081217100.0,0.0,472406.0
2018-05-02,1967.737,1976.388,1904.177,1921.213,-3.36,3.63,604653560.0,8065212900.0,0.0,455330.0
